Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
[1]      0.0    0.00    0.00       5+47      <cycle 1 as a whole> [1]
                0.00    0.00      15             luaD_callnoyield <cycle 1> [37]
                0.00    0.00      15             luaD_precall <cycle 1> [39]
                0.00    0.00      10             luaL_requiref <cycle 1> [48]
                0.00    0.00      10             lua_callk <cycle 1> [49]
                0.00    0.00       1             pmain <cycle 1> [135]
                0.00    0.00       1             luaL_openlibs <cycle 1> [112]
-----------------------------------------------
[2]      0.0    0.00    0.00     214+109     <cycle 2 as a whole> [2]
                0.00    0.00     289+18          luaH_newkey <cycle 2> [7]
                0.00    0.00      34             luaH_resize <cycle 2> [29]
-----------------------------------------------
                0.00    0.00       1/626         lua_newstate [122]
                0.00    0.00      35/626         luaM_realloc_ [28]
                0.00    0.00     285/626         luaM_malloc_ [8]
                0.00    0.00     305/626         luaM_free_ [6]
[3]      0.0    0.00    0.00     626         l_alloc [3]
-----------------------------------------------
                0.00    0.00       4/410         lua_newuserdatauv [75]
                0.00    0.00     406/410         luaH_newkey <cycle 2> [7]
[4]      0.0    0.00    0.00     410         luaS_newudata [4]
                0.00    0.00       4/249         luaC_newobj [11]
-----------------------------------------------
                0.00    0.00      21/318         lua_pushstring [32]
                0.00    0.00      22/318         luaX_init [119]
                0.00    0.00      25/318         luaT_init [117]
                0.00    0.00      36/318         lua_getfield [27]
                0.00    0.00     214/318         auxsetstr [15]
[5]      0.0    0.00    0.00     318         luaS_new [5]
                0.00    0.00     226/230         luaS_newlstr [12]
                0.00    0.00     224/229         internshrstr [13]
-----------------------------------------------
                0.00    0.00       3/305         sweep2old [82]
                0.00    0.00       4/305         close_state [172]
                0.00    0.00      15/305         luaH_newkey <cycle 2> [7]
                0.00    0.00      37/305         luaH_free [33]
                0.00    0.00     246/305         luaC_freeallobjects [105]
[6]      0.0    0.00    0.00     305         luaM_free_ [6]
                0.00    0.00     305/626         l_alloc [3]
-----------------------------------------------
                                  18             luaH_newkey <cycle 2> [7]
                                  91             luaH_resize <cycle 2> [29]
                0.00    0.00       1/214         luaH_setint [64]
                0.00    0.00     197/214         luaV_finishset [18]
[7]      0.0    0.00    0.00     289+18      luaH_newkey <cycle 2> [7]
                0.00    0.00     406/410         luaS_newudata [4]
                0.00    0.00      18/92          luaH_realasize [22]
                0.00    0.00      18/109         luaH_get [21]
                0.00    0.00      15/305         luaM_free_ [6]
                                  18             luaH_resize <cycle 2> [29]
                                  18             luaH_newkey <cycle 2> [7]
-----------------------------------------------
                0.00    0.00       1/285         stack_init [137]
                0.00    0.00       1/285         luaS_init [115]
                0.00    0.00       2/285         luaE_extendCI [85]
                0.00    0.00      32/285         luaH_resize <cycle 2> [29]
                0.00    0.00     249/285         luaC_newobj [11]
[8]      0.0    0.00    0.00     285         luaM_malloc_ [8]
                0.00    0.00     285/626         l_alloc [3]
-----------------------------------------------
                0.00    0.00      36/250         lua_getfield [27]
                0.00    0.00     214/250         auxsetstr [15]
[9]      0.0    0.00    0.00     250         luaH_getstr [9]
-----------------------------------------------
                0.00    0.00       3/249         sweep2old [82]
                0.00    0.00     246/249         luaC_freeallobjects [105]
[10]     0.0    0.00    0.00     249         freeobj [10]
                0.00    0.00     216/216         luaS_remove [14]
-----------------------------------------------
                0.00    0.00       2/249         luaS_newlstr [12]
                0.00    0.00       4/249         luaS_newudata [4]
                0.00    0.00       7/249         luaF_newCclosure [63]
                0.00    0.00      20/249         luaH_new [34]
                0.00    0.00     216/249         internshrstr [13]
[11]     0.0    0.00    0.00     249         luaC_newobj [11]
                0.00    0.00     249/285         luaM_malloc_ [8]
-----------------------------------------------
                0.00    0.00       1/230         lua_pushlstring [123]
                0.00    0.00       1/230         luaX_init [119]
                0.00    0.00       2/230         pushstr [92]
                0.00    0.00     226/230         luaS_new [5]
[12]     0.0    0.00    0.00     230         luaS_newlstr [12]
                0.00    0.00       2/249         luaC_newobj [11]
-----------------------------------------------
                0.00    0.00       1/229         lua_pushlstring [123]
                0.00    0.00       1/229         luaS_init [115]
                0.00    0.00       1/229         luaX_init [119]
                0.00    0.00       2/229         pushstr [92]
                0.00    0.00     224/229         luaS_new [5]
[13]     0.0    0.00    0.00     229         internshrstr [13]
                0.00    0.00     216/249         luaC_newobj [11]
                0.00    0.00       1/1           tablerehash [138]
                0.00    0.00       1/1           luaS_resize [116]
-----------------------------------------------
                0.00    0.00     216/216         freeobj [10]
[14]     0.0    0.00    0.00     216         luaS_remove [14]
-----------------------------------------------
                0.00    0.00       1/214         pmain <cycle 1> [135]
                0.00    0.00       1/214         luaopen_string [132]
                0.00    0.00       1/214         luaopen_utf8 [134]
                0.00    0.00       2/214         luaL_newmetatable [111]
                0.00    0.00       2/214         luaopen_base [125]
                0.00    0.00       2/214         setpath [94]
                0.00    0.00       3/214         luaL_getsubtable [43]
                0.00    0.00       4/214         luaopen_math [129]
                0.00    0.00       5/214         luaopen_package [131]
                0.00    0.00       6/214         luaopen_io [128]
                0.00    0.00      10/214         luaL_requiref <cycle 1> [48]
                0.00    0.00      10/214         luaL_openlibs <cycle 1> [112]
                0.00    0.00     167/214         luaL_setfuncs [40]
[15]     0.0    0.00    0.00     214         auxsetstr [15]
                0.00    0.00     214/318         luaS_new [5]
                0.00    0.00     214/250         luaH_getstr [9]
                0.00    0.00     197/197         luaV_finishset [18]
-----------------------------------------------
                0.00    0.00       1/203         luaopen_string [132]
                0.00    0.00       1/203         luaopen_utf8 [134]
                0.00    0.00       2/203         luaL_newmetatable [111]
                0.00    0.00       2/203         luaopen_base [125]
                0.00    0.00       2/203         setpath [94]
                0.00    0.00       3/203         luaL_getsubtable [43]
                0.00    0.00       4/203         luaopen_math [129]
                0.00    0.00       5/203         luaopen_package [131]
                0.00    0.00       6/203         luaopen_io [128]
                0.00    0.00      10/203         luaL_requiref <cycle 1> [48]
                0.00    0.00     167/203         luaL_setfuncs [40]
[16]     0.0    0.00    0.00     203         lua_setfield [16]
-----------------------------------------------
                0.00    0.00     197/197         luaV_finishset [18]
[17]     0.0    0.00    0.00     197         luaH_finishset [17]
-----------------------------------------------
                0.00    0.00     197/197         auxsetstr [15]
[18]     0.0    0.00    0.00     197         luaV_finishset [18]
                0.00    0.00     197/214         luaH_newkey <cycle 2> [7]
                0.00    0.00     197/197         luaH_finishset [17]
-----------------------------------------------
                0.00    0.00       3/197         singlestep [136]
                0.00    0.00     194/197         propagatemark [31]
[19]     0.0    0.00    0.00     197         reallymarkobject [19]
-----------------------------------------------
                0.00    0.00       5/166         luaopen_package [131]
                0.00    0.00      10/166         luaL_requiref <cycle 1> [48]
                0.00    0.00     151/166         luaL_setfuncs [40]
[20]     0.0    0.00    0.00     166         lua_pushcclosure [20]
                0.00    0.00       7/7           luaF_newCclosure [63]
-----------------------------------------------
                0.00    0.00      18/109         luaH_newkey <cycle 2> [7]
                0.00    0.00      91/109         luaH_resize <cycle 2> [29]
[21]     0.0    0.00    0.00     109         luaH_get [21]
-----------------------------------------------
                0.00    0.00      18/92          luaH_newkey <cycle 2> [7]
                0.00    0.00      20/92          propagatemark [31]
                0.00    0.00      20/92          luaH_free [33]
                0.00    0.00      34/92          luaH_resize <cycle 2> [29]
[22]     0.0    0.00    0.00      92         luaH_realasize [22]
-----------------------------------------------
                0.00    0.00       2/67          lua_rawgeti [90]
                0.00    0.00       5/67          lua_setmetatable [68]
                0.00    0.00       6/67          lua_rawseti [66]
                0.00    0.00      18/67          lua_rawequal [59]
                0.00    0.00      36/67          lua_getfield [27]
[23]     0.0    0.00    0.00      67         index2value [23]
-----------------------------------------------
                0.00    0.00       1/66          luaL_newmetatable [111]
                0.00    0.00       1/66          luaL_len [110]
                0.00    0.00       1/66          luaopen_base [125]
                0.00    0.00       1/66          luaopen_coroutine [126]
                0.00    0.00       1/66          luaopen_debug [127]
                0.00    0.00       1/66          luaopen_os [130]
                0.00    0.00       1/66          luaopen_table [133]
                0.00    0.00       1/66          luaopen_utf8 [134]
                0.00    0.00       3/66          luaL_getsubtable [43]
                0.00    0.00       3/66          luaopen_math [129]
                0.00    0.00       4/66          luaopen_io [128]
                0.00    0.00       4/66          luaopen_string [132]
                0.00    0.00       5/66          luaopen_package [131]
                0.00    0.00       9/66          luaL_testudata [56]
                0.00    0.00      10/66          luaL_openlibs <cycle 1> [112]
                0.00    0.00      20/66          luaL_requiref <cycle 1> [48]
[24]     0.0    0.00    0.00      66         lua_settop [24]
-----------------------------------------------
                0.00    0.00       1/49          luaS_init [115]
                0.00    0.00      23/49          luaX_init [119]
                0.00    0.00      25/49          luaT_init [117]
[25]     0.0    0.00    0.00      49         luaC_fix [25]
-----------------------------------------------
                0.00    0.00       1/37          luaL_newmetatable [111]
                0.00    0.00       1/37          luaopen_base [125]
                0.00    0.00       2/37          luaopen_io [128]
                0.00    0.00       2/37          luaopen_string [132]
                0.00    0.00       3/37          luaL_setfuncs [40]
                0.00    0.00       3/37          luaL_getsubtable [43]
                0.00    0.00       5/37          luaopen_package [131]
                0.00    0.00      20/37          luaL_requiref <cycle 1> [48]
[26]     0.0    0.00    0.00      37         lua_pushvalue [26]
-----------------------------------------------
                0.00    0.00       1/36          luaL_newmetatable [111]
                0.00    0.00       3/36          luaL_setmetatable [79]
                0.00    0.00       9/36          luaL_testudata [56]
                0.00    0.00      10/36          luaL_requiref <cycle 1> [48]
                0.00    0.00      13/36          luaL_getsubtable [43]
[27]     0.0    0.00    0.00      36         lua_getfield [27]
                0.00    0.00      36/67          index2value [23]
                0.00    0.00      36/318         luaS_new [5]
                0.00    0.00      36/250         luaH_getstr [9]
                0.00    0.00      14/14          luaV_finishget [42]
-----------------------------------------------
                0.00    0.00       1/35          luaS_resize [116]
                0.00    0.00      34/35          luaH_resize <cycle 2> [29]
[28]     0.0    0.00    0.00      35         luaM_realloc_ [28]
                0.00    0.00      35/626         l_alloc [3]
-----------------------------------------------
                                  18             luaH_newkey <cycle 2> [7]
                0.00    0.00       1/214         f_luaopen [101]
                0.00    0.00      15/214         lua_createtable [35]
[29]     0.0    0.00    0.00      34         luaH_resize <cycle 2> [29]
                0.00    0.00      91/109         luaH_get [21]
                0.00    0.00      34/92          luaH_realasize [22]
                0.00    0.00      34/35          luaM_realloc_ [28]
                0.00    0.00      32/32          luaO_ceillog2 [30]
                0.00    0.00      32/285         luaM_malloc_ [8]
                                  91             luaH_newkey <cycle 2> [7]
-----------------------------------------------
                0.00    0.00      32/32          luaH_resize <cycle 2> [29]
[30]     0.0    0.00    0.00      32         luaO_ceillog2 [30]
-----------------------------------------------
                0.00    0.00      28/28          atomic [95]
[31]     0.0    0.00    0.00      28         propagatemark [31]
                0.00    0.00     194/197         reallymarkobject [19]
                0.00    0.00      20/92          luaH_realasize [22]
                0.00    0.00       1/6           luaT_gettm [65]
-----------------------------------------------
                0.00    0.00       1/21          luaL_newmetatable [111]
                0.00    0.00       1/21          luaopen_base [125]
                0.00    0.00       1/21          luaopen_package [131]
                0.00    0.00       1/21          luaopen_string [132]
                0.00    0.00       2/21          pmain <cycle 1> [135]
                0.00    0.00       2/21          setpath [94]
                0.00    0.00       3/21          io_noclose [78]
                0.00    0.00      10/21          luaL_requiref <cycle 1> [48]
[32]     0.0    0.00    0.00      21         lua_pushstring [32]
                0.00    0.00      21/318         luaS_new [5]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
-----------------------------------------------
                0.00    0.00      20/20          luaC_freeallobjects [105]
[33]     0.0    0.00    0.00      20         luaH_free [33]
                0.00    0.00      37/305         luaM_free_ [6]
                0.00    0.00      20/92          luaH_realasize [22]
-----------------------------------------------
                0.00    0.00       2/20          f_luaopen [101]
                0.00    0.00      18/20          lua_createtable [35]
[34]     0.0    0.00    0.00      20         luaH_new [34]
                0.00    0.00      20/249         luaC_newobj [11]
-----------------------------------------------
                0.00    0.00       1/18          pmain <cycle 1> [135]
                0.00    0.00       1/18          luaL_newmetatable [111]
                0.00    0.00       1/18          luaopen_coroutine [126]
                0.00    0.00       1/18          luaopen_debug [127]
                0.00    0.00       1/18          luaopen_math [129]
                0.00    0.00       1/18          luaopen_os [130]
                0.00    0.00       1/18          luaopen_table [133]
                0.00    0.00       1/18          luaopen_utf8 [134]
                0.00    0.00       2/18          luaopen_io [128]
                0.00    0.00       2/18          luaopen_string [132]
                0.00    0.00       3/18          luaL_getsubtable [43]
                0.00    0.00       3/18          luaopen_package [131]
[35]     0.0    0.00    0.00      18         lua_createtable [35]
                0.00    0.00      18/20          luaH_new [34]
                0.00    0.00      15/214         luaH_resize <cycle 2> [29]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [135]
                0.00    0.00      16/17          luaL_setfuncs [40]
[36]     0.0    0.00    0.00      17         lua_pushboolean [36]
-----------------------------------------------
                                  10             lua_callk <cycle 1> [49]
                0.00    0.00       5/5           luaD_rawrunprotected [62]
[37]     0.0    0.00    0.00      15         luaD_callnoyield <cycle 1> [37]
                                  15             luaD_precall <cycle 1> [39]
-----------------------------------------------
                0.00    0.00      15/15          luaD_precall <cycle 1> [39]
[38]     0.0    0.00    0.00      15         luaD_poscall [38]
-----------------------------------------------
                                  15             luaD_callnoyield <cycle 1> [37]
[39]     0.0    0.00    0.00      15         luaD_precall <cycle 1> [39]
                0.00    0.00      15/15          luaD_poscall [38]
                0.00    0.00       3/3           f_gc [77]
                0.00    0.00       2/2           luaE_extendCI [85]
                0.00    0.00       1/1           gctm [103]
                0.00    0.00       1/1           luaopen_debug [127]
                0.00    0.00       1/1           luaopen_utf8 [134]
                0.00    0.00       1/1           luaopen_math [129]
                0.00    0.00       1/1           luaopen_string [132]
                0.00    0.00       1/1           luaopen_os [130]
                0.00    0.00       1/1           luaopen_io [128]
                0.00    0.00       1/1           luaopen_table [133]
                0.00    0.00       1/1           luaopen_coroutine [126]
                0.00    0.00       1/1           luaopen_package [131]
                0.00    0.00       1/1           luaopen_base [125]
                                   1             pmain <cycle 1> [135]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [125]
                0.00    0.00       1/15          luaopen_coroutine [126]
                0.00    0.00       1/15          luaopen_debug [127]
                0.00    0.00       1/15          luaopen_os [130]
                0.00    0.00       1/15          luaopen_table [133]
                0.00    0.00       1/15          luaopen_utf8 [134]
                0.00    0.00       2/15          luaopen_math [129]
                0.00    0.00       2/15          luaopen_package [131]
                0.00    0.00       2/15          luaopen_string [132]
                0.00    0.00       3/15          luaopen_io [128]
[40]     0.0    0.00    0.00      15         luaL_setfuncs [40]
                0.00    0.00     167/214         auxsetstr [15]
                0.00    0.00     167/203         lua_setfield [16]
                0.00    0.00     151/166         lua_pushcclosure [20]
                0.00    0.00      16/17          lua_pushboolean [36]
                0.00    0.00      15/15          lua_checkstack [41]
                0.00    0.00       3/37          lua_pushvalue [26]
-----------------------------------------------
                0.00    0.00      15/15          luaL_setfuncs [40]
[41]     0.0    0.00    0.00      15         lua_checkstack [41]
-----------------------------------------------
                0.00    0.00      14/14          lua_getfield [27]
[42]     0.0    0.00    0.00      14         luaV_finishget [42]
-----------------------------------------------
                0.00    0.00       3/13          luaopen_package [131]
                0.00    0.00      10/13          luaL_requiref <cycle 1> [48]
[43]     0.0    0.00    0.00      13         luaL_getsubtable [43]
                0.00    0.00      13/36          lua_getfield [27]
                0.00    0.00       3/66          lua_settop [24]
                0.00    0.00       3/3           lua_absindex [80]
                0.00    0.00       3/18          lua_createtable [35]
                0.00    0.00       3/214         auxsetstr [15]
                0.00    0.00       3/203         lua_setfield [16]
                0.00    0.00       3/37          lua_pushvalue [26]
                0.00    0.00       1/9           luaE_setdebt [54]
                0.00    0.00       1/7           luaC_step [61]
-----------------------------------------------
                0.00    0.00       1/11          pmain <cycle 1> [135]
                0.00    0.00      10/11          luaL_openlibs <cycle 1> [112]
[44]     0.0    0.00    0.00      11         lua_setglobal [44]
-----------------------------------------------
                0.00    0.00      10/10          luaO_pushvfstring [86]
[45]     0.0    0.00    0.00      10         addstr2buff [45]
-----------------------------------------------
                0.00    0.00       4/10          GCTM [69]
                0.00    0.00       6/10          luaT_gettm [65]
[46]     0.0    0.00    0.00      10         luaH_getshortstr [46]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [135]
                0.00    0.00       1/10          luaopen_coroutine [126]
                0.00    0.00       1/10          luaopen_debug [127]
                0.00    0.00       1/10          luaopen_io [128]
                0.00    0.00       1/10          luaopen_math [129]
                0.00    0.00       1/10          luaopen_package [131]
                0.00    0.00       1/10          luaopen_os [130]
                0.00    0.00       1/10          luaopen_string [132]
                0.00    0.00       1/10          luaopen_table [133]
                0.00    0.00       1/10          luaopen_utf8 [134]
[47]     0.0    0.00    0.00      10         luaL_checkversion_ [47]
                0.00    0.00      10/10          lua_version [53]
-----------------------------------------------
                                  10             luaL_openlibs <cycle 1> [112]
[48]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [48]
                0.00    0.00      20/66          lua_settop [24]
                0.00    0.00      20/37          lua_pushvalue [26]
                0.00    0.00      10/13          luaL_getsubtable [43]
                0.00    0.00      10/36          lua_getfield [27]
                0.00    0.00      10/10          lua_toboolean [51]
                0.00    0.00      10/10          lua_rotate [50]
                0.00    0.00      10/166         lua_pushcclosure [20]
                0.00    0.00      10/21          lua_pushstring [32]
                0.00    0.00      10/214         auxsetstr [15]
                0.00    0.00      10/203         lua_setfield [16]
                                  10             lua_callk <cycle 1> [49]
-----------------------------------------------
                                  10             luaL_requiref <cycle 1> [48]
[49]     0.0    0.00    0.00      10         lua_callk <cycle 1> [49]
                                  10             luaD_callnoyield <cycle 1> [37]
-----------------------------------------------
                0.00    0.00      10/10          luaL_requiref <cycle 1> [48]
[50]     0.0    0.00    0.00      10         lua_rotate [50]
-----------------------------------------------
                0.00    0.00      10/10          luaL_requiref <cycle 1> [48]
[51]     0.0    0.00    0.00      10         lua_toboolean [51]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [135]
                0.00    0.00       9/10          luaL_testudata [56]
[52]     0.0    0.00    0.00      10         lua_touserdata [52]
-----------------------------------------------
                0.00    0.00      10/10          luaL_checkversion_ [47]
[53]     0.0    0.00    0.00      10         lua_version [53]
-----------------------------------------------
                0.00    0.00       1/9           lua_pushstring [32]
                0.00    0.00       1/9           lua_gc [87]
                0.00    0.00       1/9           lua_newuserdatauv [75]
                0.00    0.00       1/9           entergen [98]
                0.00    0.00       1/9           luaL_getsubtable [43]
